free_right,free_left,ego_speed,during_change,distance_front,distance_back,speed_front,speed_back,occup_front,occup_back,ego_lanes,action,free_right',free_left',ego_speed',during_change',distance_front',distance_back',speed_front',speed_back',occup_front',occup_back',ego_lanes',r_deltaspeed,r_freeright,r_lanechange,r_safetyviolation,r_distancefront,r_jerk,done
1.0,0.0,0.9456600010565488,0.0,[0.45674244 1.         1.        ],[0.88270474 1.         1.        ],[0.78309596 1.         1.        ],[0.78305975 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],2,0.0,0.0,0.9521959487689671,1.0,[0.45203685 1.         1.        ],[0.88740279 1.         1.        ],[0.78304081 1.         1.        ],[0.78331185 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.04780405123103293,0,-1,0,0.0,-0.4999999999999982,False
0.0,0.0,0.9521959487689671,1.0,[0.45203685 1.         1.        ],[0.88740279 1.         1.        ],[0.78304081 1.         1.        ],[0.78331185 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,0.0,0.0,0.9587318964813853,1.0,[0.44718044 1.         1.        ],[0.89227558 1.         1.        ],[0.78415517 1.         1.        ],[0.78356647 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.04126810351861465,0,0,0,0.0,-0.0,False
0.0,0.0,0.9587318964813853,1.0,[0.44718044 1.         1.        ],[0.89227558 1.         1.        ],[0.78415517 1.         1.        ],[0.78356647 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,0.0,0.0,0.9652678441938036,1.0,[0.44213121 1.         1.        ],[0.89731678 1.         1.        ],[0.78375962 1.         1.        ],[0.78404798 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.034732155806196374,0,0,0,0.0,-0.0,False
0.0,0.0,0.9652678441938036,1.0,[0.44213121 1.         1.        ],[0.89731678 1.         1.        ],[0.78375962 1.         1.        ],[0.78404798 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,0.0,0.0,0.9718037919062219,1.0,[0.43687416 1.         1.        ],[0.90253667 1.         1.        ],[0.78282466 1.         1.        ],[0.78416087 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.028196208093778097,0,0,0,0.0,-0.0,False
0.0,0.0,0.9718037919062219,1.0,[0.43687416 1.         1.        ],[0.90253667 1.         1.        ],[0.78282466 1.         1.        ],[0.78416087 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,0.0,0.0,0.9783397396186402,1.0,[0.43144536 1.         1.        ],[0.90797713 1.         1.        ],[0.78318681 1.         1.        ],[0.78276771 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.02166026038135982,0,0,0,0.0,-0.0,False
0.0,0.0,0.9783397396186402,1.0,[0.43144536 1.         1.        ],[0.90797713 1.         1.        ],[0.78318681 1.         1.        ],[0.78276771 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,0.0,0.0,0.9848756873310585,1.0,[0.42582577 1.         1.        ],[0.91356776 1.         1.        ],[0.78286444 1.         1.        ],[0.78390526 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.015124312668941542,0,0,0,0.0,-0.0,False
0.0,0.0,0.9848756873310585,1.0,[0.42582577 1.         1.        ],[0.91356776 1.         1.        ],[0.78286444 1.         1.        ],[0.78390526 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,0.0,0.0,0.9914116350434767,1.0,[0.42006334 1.         1.        ],[0.91933996 1.         1.        ],[0.78426553 1.         1.        ],[0.78391405 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.        0.0125448 0.9874552],-0.008588364956523264,0,0,0,0.0,-0.0,False
0.0,0.0,0.9914116350434767,1.0,[0.42006334 1.         1.        ],[0.91933996 1.         1.        ],[0.78426553 1.         1.        ],[0.78391405 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.        0.0125448 0.9874552],0,0.0,0.0,0.997947582755895,1.0,[0.41408155 1.         1.        ],[0.92530568 1.         1.        ],[0.78291587 1.         1.        ],[0.7834939 0.        0.       ],[1. 0. 0.],[1. 0. 0.],[0.         0.06989247 0.93010753],-0.002052417244104987,0,0,0,0.0,-0.0,False
0.0,0.0,0.997947582755895,1.0,[0.41408155 1.         1.        ],[0.92530568 1.         1.        ],[0.78291587 1.         1.        ],[0.7834939 0.        0.       ],[1. 0. 0.],[1. 0. 0.],[0.         0.06989247 0.93010753],0,0.0,0.0,1.0,1.0,[0.4080802 1.        1.       ],[0.93132991 1.         1.        ],[0.78426507 1.         1.        ],[0.78344241 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.         0.12724014 0.87275986],-0.0,0,0,0,0.0,-0.3429900808259667,False
0.0,0.0,1.0,1.0,[0.4080802 1.        1.       ],[0.93132991 1.         1.        ],[0.78426507 1.         1.        ],[0.78344241 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.         0.12724014 0.87275986],0,0.0,0.0,1.0,1.0,[0.40204332 1.         1.        ],[0.93737517 1.         1.        ],[0.782988 1.       1.      ],[0.78268681 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.         0.18458781 0.81541219],-0.0,0,0,0,0.0,-0.1570099191740315,False
