date,storage,inflow,outflow,evaporation,elevation
1998-08-15,6.144,NA,NA,NA,316.748
1998-08-16,6.134,NA,NA,NA,316.745
1998-08-17,6.116,NA,NA,NA,316.739
1998-08-18,6.096,NA,NA,NA,316.733
1998-08-19,6.086,NA,NA,NA,316.73
1998-08-20,6.086,NA,NA,NA,316.73
1998-08-21,6.067,NA,NA,NA,316.724
1998-08-22,6.048,NA,NA,NA,316.718
1998-08-23,6.048,NA,NA,NA,316.718
1998-08-24,6.029,NA,NA,NA,316.712
1998-08-25,6.019,NA,NA,NA,316.709
1998-08-26,6.01,NA,NA,NA,316.705
1998-08-27,5.981,NA,NA,NA,316.696
1998-08-28,5.971,NA,NA,NA,316.693
1998-08-29,5.963,NA,NA,NA,316.69
1998-08-30,5.934,NA,NA,NA,316.681
1998-08-31,5.934,NA,NA,NA,316.681
1998-09-01,5.926,NA,NA,NA,316.678
1998-09-02,5.906,NA,NA,NA,316.672
1998-09-03,5.897,NA,NA,NA,316.669
1998-09-04,5.889,NA,NA,NA,316.666
1998-09-05,5.869,NA,NA,NA,316.66
1998-09-06,5.852,NA,NA,NA,316.654
1998-09-07,5.842,NA,NA,NA,316.651
1998-09-08,5.823,NA,NA,NA,316.645
1998-09-09,5.805,NA,NA,NA,316.638
1998-09-10,5.778,NA,NA,NA,316.629
1998-09-11,5.749,NA,NA,NA,316.62
1998-09-12,5.713,NA,NA,NA,316.608
1998-09-13,5.705,NA,NA,NA,316.605
1998-09-14,5.66,NA,NA,NA,316.59
1998-09-15,5.642,NA,NA,NA,316.584
1998-09-16,5.633,NA,NA,NA,316.581
1998-09-17,5.616,NA,NA,NA,316.574
1998-09-18,5.589,NA,NA,NA,316.565
1998-09-19,5.572,NA,NA,NA,316.559
1998-09-20,5.553,NA,NA,NA,316.553
1998-09-21,5.517,NA,NA,NA,316.541
1998-09-22,5.491,NA,NA,NA,316.532
1998-09-23,5.474,NA,NA,NA,316.526
1998-09-24,5.448,NA,NA,NA,316.517
1998-09-25,5.431,NA,NA,NA,316.51
1998-09-26,5.405,NA,NA,NA,316.501
1998-09-27,5.379,NA,NA,NA,316.492
1998-09-28,5.363,NA,NA,NA,316.486
1998-09-29,5.337,NA,NA,NA,316.477
1998-09-30,5.32,NA,NA,NA,316.471
1998-10-01,5.294,NA,NA,NA,316.462
