date,storage,inflow,outflow,elevation,evaporation
2012-01-01,45.749,NA,10.081,28.499,NA
2012-01-02,44.926,NA,9.968,28.407,NA
2012-01-03,43.828,NA,6.003,28.285,NA
2012-01-04,44.103,NA,6.343,28.316,NA
2012-01-05,44.103,NA,4.474,28.316,NA
2012-01-06,44.103,NA,0,28.316,NA
2012-01-07,44.377,NA,0,28.346,NA
2012-01-08,44.926,NA,0,28.407,NA
2012-01-09,45.201,NA,0,28.438,NA
2012-01-10,45.749,NA,4.474,28.499,NA
2012-01-11,45.749,NA,9.175,28.499,NA
2012-01-12,46.847,NA,9.203,28.621,NA
2012-01-13,46.847,NA,9.429,28.621,NA
2012-01-14,46.573,NA,6.569,28.59,NA
2012-01-15,47.122,NA,6.598,28.651,NA
2012-01-16,47.671,NA,6.513,28.712,NA
2012-01-17,47.945,NA,8.722,28.743,NA
2012-01-18,47.945,NA,8.07,28.743,NA
2012-01-19,48.494,NA,8.353,28.804,NA
2012-01-20,48.494,NA,8.014,28.804,NA
2012-01-21,48.494,NA,9.713,28.804,NA
2012-01-22,48.494,NA,8.863,28.804,NA
2012-01-23,48.494,NA,8.722,28.804,NA
2012-01-24,49.592,NA,9.798,28.926,NA
2012-01-25,49.592,NA,12.941,28.926,NA
2012-01-26,48.22,NA,12.969,28.773,NA
2012-01-27,46.847,NA,12.969,28.621,NA
2012-01-28,46.024,NA,13.422,28.529,NA
2012-01-29,44.377,NA,13.281,28.346,NA
2012-01-30,42.456,NA,12.828,28.133,NA
2012-01-31,40.809,NA,7.164,27.95,NA
2012-02-01,41.632,NA,8.014,28.042,NA
2012-02-02,42.181,NA,8.24,28.103,NA
2012-02-03,42.456,NA,8.07,28.133,NA
2012-02-04,42.73,NA,4.474,28.164,NA
2012-02-05,43.554,NA,4.219,28.255,NA
2012-02-06,44.377,NA,6.428,28.346,NA
2012-02-07,44.652,NA,6.145,28.377,NA
2012-02-08,45.201,NA,6.173,28.438,NA
2012-02-09,45.201,NA,5.182,28.438,NA
2012-02-10,45.475,NA,3.313,28.468,NA
2012-02-11,46.298,NA,6.485,28.56,NA
2012-02-12,46.847,NA,4.502,28.621,NA
2012-02-13,47.671,NA,3.426,28.712,NA
2012-02-14,47.396,NA,2.18,28.682,NA
2012-02-15,48.22,NA,2.52,28.773,NA
2012-02-16,48.769,NA,4.474,28.834,NA
2012-02-17,49.043,NA,4.417,28.865,NA
2012-02-18,49.318,NA,4.474,28.895,NA
2012-02-19,49.592,NA,4.332,28.926,NA
2012-02-20,50.141,NA,4.361,28.986,NA
2012-02-21,50.141,NA,4.474,28.986,NA
2012-02-22,50.141,NA,4.559,28.986,NA
2012-02-23,50.141,NA,4.078,28.986,NA
2012-02-24,50.141,NA,5.437,28.986,NA
2012-02-25,49.592,NA,5.493,28.926,NA
2012-02-26,49.043,NA,5.352,28.865,NA
2012-02-27,48.494,NA,5.465,28.804,NA
2012-02-28,47.945,NA,0,28.743,NA
2012-02-29,47.396,NA,2.152,28.682,NA
