date,storage,inflow,outflow,elevation,evaporation
1980-01-01,NA,NA,19.595,NA,NA
1980-01-02,NA,NA,15.149,NA,NA
1980-01-03,NA,NA,14.158,NA,NA
1980-01-04,NA,NA,12.743,NA,NA
1980-01-05,NA,NA,12.601,NA,NA
1980-01-06,NA,NA,11.327,NA,NA
1980-01-07,NA,NA,11.185,NA,NA
1980-01-08,NA,NA,11.327,NA,NA
1980-01-09,NA,NA,11.327,NA,NA
1980-01-10,NA,NA,11.327,NA,NA
1980-01-11,NA,NA,11.61,NA,NA
1980-01-12,NA,NA,12.176,NA,NA
1980-01-13,NA,NA,12.743,NA,NA
1980-01-14,NA,NA,13.592,NA,NA
1980-01-15,NA,NA,13.309,NA,NA
1980-01-16,NA,NA,13.026,NA,NA
1980-01-17,NA,NA,12.743,NA,NA
1980-01-18,NA,NA,12.459,NA,NA
1980-01-19,NA,NA,12.176,NA,NA
1980-01-20,NA,NA,11.327,NA,NA
1980-01-21,NA,NA,11.044,NA,NA
1980-01-22,NA,NA,10.76,NA,NA
1980-01-23,NA,NA,10.477,NA,NA
1980-01-24,NA,NA,10.194,NA,NA
1980-01-25,NA,NA,9.911,NA,NA
1980-01-26,NA,NA,9.911,NA,NA
1980-01-27,NA,NA,9.628,NA,NA
1980-01-28,NA,NA,9.628,NA,NA
1980-01-29,NA,NA,9.628,NA,NA
1980-01-30,NA,NA,9.628,NA,NA
1980-01-31,NA,NA,9.486,NA,NA
1980-02-01,NA,NA,9.345,NA,NA
1980-02-02,NA,NA,9.203,NA,NA
1980-02-03,NA,NA,9.061,NA,NA
1980-02-04,NA,NA,8.495,NA,NA
1980-02-05,NA,NA,8.212,NA,NA
1980-02-06,NA,NA,7.929,NA,NA
1980-02-07,NA,NA,7.646,NA,NA
1980-02-08,NA,NA,7.079,NA,NA
1980-02-09,NA,NA,6.23,NA,NA
1980-02-10,NA,NA,5.663,NA,NA
1980-02-11,NA,NA,5.097,NA,NA
1980-02-12,NA,NA,5.097,NA,NA
1980-02-13,NA,NA,5.663,NA,NA
1980-02-14,NA,NA,5.947,NA,NA
1980-02-15,NA,NA,4.814,NA,NA
1980-02-16,NA,NA,5.097,NA,NA
1980-02-17,NA,NA,5.663,NA,NA
1980-02-18,NA,NA,5.38,NA,NA
1980-02-19,NA,NA,5.097,NA,NA
1980-02-20,NA,NA,4.955,NA,NA
1980-02-21,NA,NA,4.814,NA,NA
1980-02-22,NA,NA,5.663,NA,NA
1980-02-23,NA,NA,5.947,NA,NA
1980-02-24,NA,NA,5.663,NA,NA
1980-02-25,NA,NA,5.522,NA,NA
1980-02-26,NA,NA,5.38,NA,NA
1980-02-27,NA,NA,5.239,NA,NA
1980-02-28,NA,NA,5.097,NA,NA
1980-02-29,NA,NA,4.955,NA,NA
1980-03-01,NA,NA,4.814,NA,NA
1980-03-02,NA,NA,4.814,NA,NA
1980-03-03,NA,NA,4.814,NA,NA
1980-03-04,NA,NA,4.814,NA,NA
1980-03-05,NA,NA,4.814,NA,NA
1980-03-06,NA,NA,4.814,NA,NA
1980-03-07,NA,NA,4.672,NA,NA
1980-03-08,NA,NA,4.248,NA,NA
1980-03-09,NA,NA,5.663,NA,NA
1980-03-10,NA,NA,9.911,NA,NA
1980-03-11,NA,NA,13.45,NA,NA
1980-03-12,NA,NA,21.351,NA,NA
1980-03-13,NA,NA,24.777,NA,NA
1980-03-14,NA,NA,21.238,NA,NA
1980-03-15,NA,NA,16.99,NA,NA
1980-03-16,NA,NA,16.282,NA,NA
1980-03-17,NA,NA,15.574,NA,NA
1980-03-18,NA,NA,20.53,NA,NA
1980-03-19,NA,NA,24.664,NA,NA
1980-03-20,NA,NA,57.766,NA,NA
1980-03-21,NA,NA,85.234,NA,NA
1980-03-22,NA,NA,84.95,NA,NA
1980-03-23,NA,NA,99.675,NA,NA
1980-03-24,NA,NA,126.859,NA,NA
1980-03-25,NA,NA,111.568,NA,NA
1980-03-26,NA,NA,81.269,NA,NA
1980-03-27,NA,NA,70.226,NA,NA
1980-03-28,NA,NA,61.731,NA,NA
1980-03-29,NA,NA,53.519,NA,NA
1980-03-30,NA,NA,54.368,NA,NA
1980-03-31,NA,NA,62.014,NA,NA
1980-04-01,NA,NA,50.687,NA,NA
1980-04-02,NA,NA,47.289,NA,NA
1980-04-03,NA,NA,44.457,NA,NA
1980-04-04,NA,NA,42.475,NA,NA
1980-04-05,NA,NA,51.537,NA,NA
1980-04-06,NA,NA,50.687,NA,NA
1980-04-07,NA,NA,47.855,NA,NA
1980-04-08,NA,NA,40.493,NA,NA
1980-04-09,NA,NA,39.644,NA,NA
1980-04-10,NA,NA,59.748,NA,NA
1980-04-11,NA,NA,79.004,NA,NA
1980-04-12,NA,NA,89.481,NA,NA
1980-04-13,NA,NA,90.331,NA,NA
1980-04-14,NA,NA,92.313,NA,NA
1980-04-15,NA,NA,92.879,NA,NA
1980-04-16,NA,NA,83.818,NA,NA
1980-04-17,NA,NA,68.527,NA,NA
1980-04-18,NA,NA,57.766,NA,NA
1980-04-19,NA,NA,49.271,NA,NA
1980-04-20,NA,NA,39.927,NA,NA
1980-04-21,NA,NA,35.962,NA,NA
1980-04-22,NA,NA,30.865,NA,NA
1980-04-23,NA,NA,25.032,NA,NA
1980-04-24,NA,NA,20.615,NA,NA
1980-04-25,NA,NA,17.67,NA,NA
1980-04-26,NA,NA,17.387,NA,NA
1980-04-27,NA,NA,18.689,NA,NA
1980-04-28,NA,NA,18.576,NA,NA
1980-04-29,NA,NA,23.418,NA,NA
1980-04-30,NA,NA,39.644,NA,NA
1980-05-01,NA,NA,42.758,NA,NA
1980-05-02,NA,NA,35.113,NA,NA
1980-05-03,NA,NA,26.674,NA,NA
1980-05-04,NA,NA,25.174,NA,NA
1980-05-05,NA,NA,23.078,NA,NA
1980-05-06,NA,NA,22.568,NA,NA
1980-05-07,NA,NA,22.399,NA,NA
1980-05-08,NA,NA,24.041,NA,NA
1980-05-09,NA,NA,25.91,NA,NA
1980-05-10,NA,NA,25.428,NA,NA
1980-05-11,NA,NA,19.68,NA,NA
1980-05-12,NA,NA,20.247,NA,NA
1980-05-13,NA,NA,19.284,NA,NA
1980-05-14,NA,NA,18.604,NA,NA
1980-05-15,NA,NA,18.123,NA,NA
1980-05-16,NA,NA,17.613,NA,NA
1980-05-17,NA,NA,16.962,NA,NA
1980-05-18,NA,NA,13.167,NA,NA
1980-05-19,NA,NA,10.675,NA,NA
1980-05-20,NA,NA,11.808,NA,NA
1980-05-21,NA,NA,12.261,NA,NA
1980-05-22,NA,NA,12.091,NA,NA
1980-05-23,NA,NA,11.242,NA,NA
1980-05-24,NA,NA,10.109,NA,NA
1980-05-25,NA,NA,8.495,NA,NA
1980-05-26,NA,NA,6.4,NA,NA
1980-05-27,NA,NA,5.125,NA,NA
1980-05-28,NA,NA,6.711,NA,NA
1980-05-29,NA,NA,8.637,NA,NA
1980-05-30,NA,NA,8.24,NA,NA
1980-05-31,NA,NA,8.495,NA,NA
1980-06-01,NA,NA,5.748,NA,NA
1980-06-02,NA,NA,3.908,NA,NA
1980-06-03,NA,NA,4.106,NA,NA
1980-06-04,NA,NA,7.164,NA,NA
1980-06-05,NA,NA,6.06,NA,NA
1980-06-06,NA,NA,5.55,NA,NA
1980-06-07,NA,NA,6.173,NA,NA
1980-06-08,NA,NA,5.239,NA,NA
1980-06-09,NA,NA,5.324,NA,NA
1980-06-10,NA,NA,8.014,NA,NA
1980-06-11,NA,NA,8.891,NA,NA
1980-06-12,NA,NA,7.646,NA,NA
1980-06-13,NA,NA,7.646,NA,NA
1980-06-14,NA,NA,7.051,NA,NA
1980-06-15,NA,NA,4.276,NA,NA
1980-06-16,NA,NA,5.635,NA,NA
1980-06-17,NA,NA,7.532,NA,NA
1980-06-18,NA,NA,5.437,NA,NA
1980-06-19,NA,NA,5.862,NA,NA
1980-06-20,NA,NA,5.862,NA,NA
1980-06-21,NA,NA,4.559,NA,NA
1980-06-22,NA,NA,5.125,NA,NA
1980-06-23,NA,NA,5.862,NA,NA
1980-06-24,NA,NA,8.127,NA,NA
1980-06-25,NA,NA,5.975,NA,NA
1980-06-26,NA,NA,6.938,NA,NA
1980-06-27,NA,NA,7.051,NA,NA
1980-06-28,NA,NA,5.975,NA,NA
1980-06-29,NA,NA,4.191,NA,NA
1980-06-30,NA,NA,3.341,NA,NA
1980-07-01,NA,NA,4.644,NA,NA
1980-07-02,NA,NA,5.862,NA,NA
1980-07-03,NA,NA,6.286,NA,NA
1980-07-04,NA,NA,11.95,NA,NA
1980-07-05,NA,NA,10.675,NA,NA
1980-07-06,NA,NA,10.109,NA,NA
1980-07-07,NA,NA,9.543,NA,NA
1980-07-08,NA,NA,9.033,NA,NA
1980-07-09,NA,NA,3.908,NA,NA
1980-07-10,NA,NA,2.718,NA,NA
1980-07-11,NA,NA,3.908,NA,NA
1980-07-12,NA,NA,4.446,NA,NA
1980-07-13,NA,NA,3.426,NA,NA
1980-07-14,NA,NA,5.04,NA,NA
1980-07-15,NA,NA,4.106,NA,NA
1980-07-16,NA,NA,4.729,NA,NA
1980-07-17,NA,NA,4.191,NA,NA
1980-07-18,NA,NA,3.738,NA,NA
1980-07-19,NA,NA,3.908,NA,NA
1980-07-20,NA,NA,3.908,NA,NA
1980-07-21,NA,NA,3.681,NA,NA
1980-07-22,NA,NA,4.446,NA,NA
1980-07-23,NA,NA,4.191,NA,NA
1980-07-24,NA,NA,1.586,NA,NA
1980-07-25,NA,NA,3.03,NA,NA
1980-07-26,NA,NA,1.388,NA,NA
1980-07-27,NA,NA,3.681,NA,NA
1980-07-28,NA,NA,1.642,NA,NA
1980-07-29,NA,NA,2.237,NA,NA
1980-07-30,NA,NA,2.577,NA,NA
1980-07-31,NA,NA,3.596,NA,NA
1980-08-01,NA,NA,3.596,NA,NA
1980-08-02,NA,NA,6.513,NA,NA
1980-08-03,NA,NA,4.191,NA,NA
1980-08-04,NA,NA,3.426,NA,NA
1980-08-05,NA,NA,3.426,NA,NA
1980-08-06,NA,NA,3.681,NA,NA
1980-08-07,NA,NA,2.577,NA,NA
1980-08-08,NA,NA,4.559,NA,NA
1980-08-09,NA,NA,4.191,NA,NA
1980-08-10,NA,NA,1.869,NA,NA
1980-08-11,NA,NA,3.596,NA,NA
1980-08-12,NA,NA,3.908,NA,NA
1980-08-13,NA,NA,3.426,NA,NA
1980-08-14,NA,NA,3.908,NA,NA
1980-08-15,NA,NA,1.642,NA,NA
1980-08-16,NA,NA,2.237,NA,NA
1980-08-17,NA,NA,2.322,NA,NA
1980-08-18,NA,NA,2.124,NA,NA
1980-08-19,NA,NA,2.124,NA,NA
1980-08-20,NA,NA,2.067,NA,NA
1980-08-21,NA,NA,2.18,NA,NA
1980-08-22,NA,NA,2.237,NA,NA
1980-08-23,NA,NA,2.577,NA,NA
1980-08-24,NA,NA,2.379,NA,NA
1980-08-25,NA,NA,2.662,NA,NA
1980-08-26,NA,NA,2.577,NA,NA
1980-08-27,NA,NA,3.738,NA,NA
1980-08-28,NA,NA,3.511,NA,NA
1980-08-29,NA,NA,1.642,NA,NA
1980-08-30,NA,NA,3.908,NA,NA
1980-08-31,NA,NA,2.124,NA,NA
1980-09-01,NA,NA,1.699,NA,NA
1980-09-02,NA,NA,1.812,NA,NA
1980-09-03,NA,NA,4.276,NA,NA
1980-09-04,NA,NA,3.511,NA,NA
1980-09-05,NA,NA,1.812,NA,NA
1980-09-06,NA,NA,3.341,NA,NA
1980-09-07,NA,NA,2.945,NA,NA
1980-09-08,NA,NA,1.444,NA,NA
1980-09-09,NA,NA,1.586,NA,NA
1980-09-10,NA,NA,2.577,NA,NA
1980-09-11,NA,NA,3.256,NA,NA
1980-09-12,NA,NA,1.359,NA,NA
1980-09-13,NA,NA,1.501,NA,NA
1980-09-14,NA,NA,1.557,NA,NA
1980-09-15,NA,NA,1.586,NA,NA
1980-09-16,NA,NA,1.586,NA,NA
1980-09-17,NA,NA,3.908,NA,NA
1980-09-18,NA,NA,2.18,NA,NA
1980-09-19,NA,NA,1.444,NA,NA
1980-09-20,NA,NA,1.586,NA,NA
1980-09-21,NA,NA,1.699,NA,NA
1980-09-22,NA,NA,1.756,NA,NA
1980-09-23,NA,NA,2.888,NA,NA
1980-09-24,NA,NA,2.662,NA,NA
1980-09-25,NA,NA,1.359,NA,NA
1980-09-26,NA,NA,1.472,NA,NA
1980-09-27,NA,NA,2.35,NA,NA
1980-09-28,NA,NA,4.446,NA,NA
1980-09-29,NA,NA,2.124,NA,NA
1980-09-30,NA,NA,1.671,NA,NA
1980-10-01,NA,NA,4.502,NA,NA
1980-10-02,NA,NA,7.73,NA,NA
1980-10-03,NA,NA,7.306,NA,NA
1980-10-04,NA,NA,6.796,NA,NA
1980-10-05,NA,NA,5.154,NA,NA
1980-10-06,NA,NA,2.322,NA,NA
1980-10-07,NA,NA,3.256,NA,NA
1980-10-08,NA,NA,2.464,NA,NA
1980-10-09,NA,NA,1.274,NA,NA
1980-10-10,NA,NA,2.803,NA,NA
1980-10-11,NA,NA,2.86,NA,NA
1980-10-12,NA,NA,1.388,NA,NA
1980-10-13,NA,NA,1.954,NA,NA
1980-10-14,NA,NA,3.568,NA,NA
1980-10-15,NA,NA,1.869,NA,NA
1980-10-16,NA,NA,1.246,NA,NA
1980-10-17,NA,NA,2.265,NA,NA
1980-10-18,NA,NA,2.945,NA,NA
1980-10-19,NA,NA,1.189,NA,NA
1980-10-20,NA,NA,3.681,NA,NA
1980-10-21,NA,NA,1.557,NA,NA
1980-10-22,NA,NA,1.331,NA,NA
1980-10-23,NA,NA,2.605,NA,NA
1980-10-24,NA,NA,2.492,NA,NA
1980-10-25,NA,NA,1.416,NA,NA
1980-10-26,NA,NA,11.157,NA,NA
1980-10-27,NA,NA,14.895,NA,NA
1980-10-28,NA,NA,10.392,NA,NA
1980-10-29,NA,NA,8.637,NA,NA
1980-10-30,NA,NA,8.07,NA,NA
1980-10-31,NA,NA,7.589,NA,NA
1980-11-01,NA,NA,7.277,NA,NA
1980-11-02,NA,NA,5.352,NA,NA
1980-11-03,NA,NA,4.814,NA,NA
1980-11-04,NA,NA,2.803,NA,NA
1980-11-05,NA,NA,3.398,NA,NA
1980-11-06,NA,NA,2.577,NA,NA
1980-11-07,NA,NA,1.756,NA,NA
1980-11-08,NA,NA,3.54,NA,NA
1980-11-09,NA,NA,3.568,NA,NA
1980-11-10,NA,NA,1.472,NA,NA
1980-11-11,NA,NA,3.851,NA,NA
1980-11-12,NA,NA,2.86,NA,NA
1980-11-13,NA,NA,2.803,NA,NA
1980-11-14,NA,NA,3.426,NA,NA
1980-11-15,NA,NA,2.86,NA,NA
1980-11-16,NA,NA,2.747,NA,NA
1980-11-17,NA,NA,2.662,NA,NA
1980-11-18,NA,NA,3.2,NA,NA
1980-11-19,NA,NA,4.984,NA,NA
1980-11-20,NA,NA,3.851,NA,NA
1980-11-21,NA,NA,3.766,NA,NA
1980-11-22,NA,NA,3.908,NA,NA
1980-11-23,NA,NA,3.087,NA,NA
1980-11-24,NA,NA,3.228,NA,NA
1980-11-25,NA,NA,9.684,NA,NA
1980-11-26,NA,NA,16.027,NA,NA
1980-11-27,NA,NA,15.574,NA,NA
1980-11-28,NA,NA,14.81,NA,NA
1980-11-29,NA,NA,21.209,NA,NA
1980-11-30,NA,NA,30.582,NA,NA
1980-12-01,NA,NA,28.6,NA,NA
1980-12-02,NA,NA,22.965,NA,NA
1980-12-03,NA,NA,20.331,NA,NA
1980-12-04,NA,NA,16.594,NA,NA
1980-12-05,NA,NA,18.774,NA,NA
1980-12-06,NA,NA,15.234,NA,NA
1980-12-07,NA,NA,13.167,NA,NA
1980-12-08,NA,NA,11.95,NA,NA
1980-12-09,NA,NA,11.808,NA,NA
1980-12-10,NA,NA,11.751,NA,NA
1980-12-11,NA,NA,12.544,NA,NA
1980-12-12,NA,NA,11.044,NA,NA
1980-12-13,NA,NA,11.015,NA,NA
1980-12-14,NA,NA,8.722,NA,NA
1980-12-15,NA,NA,7.249,NA,NA
1980-12-16,NA,NA,6.513,NA,NA
1980-12-17,NA,NA,6.23,NA,NA
1980-12-18,NA,NA,5.947,NA,NA
1980-12-19,NA,NA,5.663,NA,NA
1980-12-20,NA,NA,5.38,NA,NA
1980-12-21,NA,NA,5.097,NA,NA
1980-12-22,NA,NA,5.097,NA,NA
1980-12-23,NA,NA,5.097,NA,NA
1980-12-24,NA,NA,5.097,NA,NA
1980-12-25,NA,NA,4.814,NA,NA
1980-12-26,NA,NA,4.531,NA,NA
1980-12-27,NA,NA,4.389,NA,NA
1980-12-28,NA,NA,4.248,NA,NA
1980-12-29,NA,NA,4.248,NA,NA
1980-12-30,NA,NA,4.248,NA,NA
1980-12-31,NA,NA,3.964,NA,NA
1981-01-01,NA,NA,3.964,NA,NA
1981-01-02,NA,NA,3.964,NA,NA
1981-01-03,NA,NA,3.964,NA,NA
1981-01-04,NA,NA,3.681,NA,NA
1981-01-05,NA,NA,3.54,NA,NA
1981-01-06,NA,NA,3.398,NA,NA
1981-01-07,NA,NA,3.398,NA,NA
1981-01-08,NA,NA,3.398,NA,NA
1981-01-09,NA,NA,3.398,NA,NA
1981-01-10,NA,NA,3.398,NA,NA
1981-01-11,NA,NA,3.256,NA,NA
1981-01-12,NA,NA,3.115,NA,NA
1981-01-13,NA,NA,2.973,NA,NA
1981-01-14,NA,NA,2.973,NA,NA
1981-01-15,NA,NA,2.832,NA,NA
1981-01-16,NA,NA,2.775,NA,NA
1981-01-17,NA,NA,2.775,NA,NA
1981-01-18,NA,NA,2.775,NA,NA
1981-01-19,NA,NA,2.832,NA,NA
1981-01-20,NA,NA,2.832,NA,NA
1981-01-21,NA,NA,2.832,NA,NA
1981-01-22,NA,NA,2.832,NA,NA
1981-01-23,NA,NA,2.832,NA,NA
1981-01-24,NA,NA,2.832,NA,NA
1981-01-25,NA,NA,2.832,NA,NA
1981-01-26,NA,NA,2.832,NA,NA
1981-01-27,NA,NA,2.832,NA,NA
1981-01-28,NA,NA,2.832,NA,NA
1981-01-29,NA,NA,2.832,NA,NA
1981-01-30,NA,NA,2.832,NA,NA
1981-01-31,NA,NA,2.832,NA,NA
1981-02-01,NA,NA,2.832,NA,NA
1981-02-02,NA,NA,3.398,NA,NA
1981-02-03,NA,NA,5.097,NA,NA
1981-02-04,NA,NA,9.911,NA,NA
1981-02-05,NA,NA,14.725,NA,NA
1981-02-06,NA,NA,12.743,NA,NA
1981-02-07,NA,NA,11.327,NA,NA
1981-02-08,NA,NA,8.495,NA,NA
1981-02-09,NA,NA,7.362,NA,NA
1981-02-10,NA,NA,7.079,NA,NA
1981-02-11,NA,NA,11.327,NA,NA
1981-02-12,NA,NA,19.822,NA,NA
1981-02-13,NA,NA,33.98,NA,NA
1981-02-14,NA,NA,31.148,NA,NA
1981-02-15,NA,NA,28.317,NA,NA
1981-02-16,NA,NA,24.069,NA,NA
1981-02-17,NA,NA,19.822,NA,NA
1981-02-18,NA,NA,16.99,NA,NA
1981-02-19,NA,NA,16.424,NA,NA
1981-02-20,NA,NA,19.822,NA,NA
1981-02-21,NA,NA,28.317,NA,NA
1981-02-22,NA,NA,36.812,NA,NA
1981-02-23,NA,NA,45.307,NA,NA
1981-02-24,NA,NA,56.634,NA,NA
1981-02-25,NA,NA,78.721,NA,NA
1981-02-26,NA,NA,51.537,NA,NA
1981-02-27,NA,NA,44.174,NA,NA
1981-02-28,NA,NA,73.624,NA,NA
1981-03-01,NA,NA,89.198,NA,NA
1981-03-02,NA,NA,107.604,NA,NA
1981-03-03,NA,NA,109.586,NA,NA
1981-03-04,NA,NA,109.02,NA,NA
1981-03-05,NA,NA,92.596,NA,NA
1981-03-06,NA,NA,49.554,NA,NA
1981-03-07,NA,NA,33.697,NA,NA
1981-03-08,NA,NA,32.847,NA,NA
1981-03-09,NA,NA,22.484,NA,NA
1981-03-10,NA,NA,20.331,NA,NA
1981-03-11,NA,NA,20.473,NA,NA
1981-03-12,NA,NA,19.822,NA,NA
1981-03-13,NA,NA,19.425,NA,NA
1981-03-14,NA,NA,15.404,NA,NA
1981-03-15,NA,NA,15.574,NA,NA
1981-03-16,NA,NA,15.829,NA,NA
1981-03-17,NA,NA,15.688,NA,NA
1981-03-18,NA,NA,16.792,NA,NA
1981-03-19,NA,NA,16.452,NA,NA
1981-03-20,NA,NA,14.498,NA,NA
1981-03-21,NA,NA,13.875,NA,NA
1981-03-22,NA,NA,11.921,NA,NA
1981-03-23,NA,NA,12.799,NA,NA
1981-03-24,NA,NA,12.969,NA,NA
1981-03-25,NA,NA,15.178,NA,NA
1981-03-26,NA,NA,16.084,NA,NA
1981-03-27,NA,NA,13.507,NA,NA
1981-03-28,NA,NA,14.47,NA,NA
1981-03-29,NA,NA,16.027,NA,NA
1981-03-30,NA,NA,21.464,NA,NA
1981-03-31,NA,NA,28.232,NA,NA
1981-04-01,NA,NA,35.962,NA,NA
1981-04-02,NA,NA,49.554,NA,NA
1981-04-03,NA,NA,54.651,NA,NA
1981-04-04,NA,NA,56.917,NA,NA
1981-04-05,NA,NA,48.705,NA,NA
1981-04-06,NA,NA,44.457,NA,NA
1981-04-07,NA,NA,41.909,NA,NA
1981-04-08,NA,NA,36.529,NA,NA
1981-04-09,NA,NA,30.582,NA,NA
1981-04-10,NA,NA,32.564,NA,NA
1981-04-11,NA,NA,26.108,NA,NA
1981-04-12,NA,NA,23.616,NA,NA
1981-04-13,NA,NA,18.264,NA,NA
1981-04-14,NA,NA,19.34,NA,NA
1981-04-15,NA,NA,21.577,NA,NA
1981-04-16,NA,NA,27.949,NA,NA
1981-04-17,NA,NA,23.05,NA,NA
1981-04-18,NA,NA,18.151,NA,NA
1981-04-19,NA,NA,17.556,NA,NA
1981-04-20,NA,NA,16.679,NA,NA
1981-04-21,NA,NA,15.829,NA,NA
1981-04-22,NA,NA,16.877,NA,NA
1981-04-23,NA,NA,15.065,NA,NA
1981-04-24,NA,NA,16.679,NA,NA
1981-04-25,NA,NA,20.671,NA,NA
1981-04-26,NA,NA,31.148,NA,NA
1981-04-27,NA,NA,31.432,NA,NA
1981-04-28,NA,NA,30.016,NA,NA
1981-04-29,NA,NA,29.449,NA,NA
1981-04-30,NA,NA,28.6,NA,NA
1981-05-01,NA,NA,29.166,NA,NA
1981-05-02,NA,NA,28.6,NA,NA
1981-05-03,NA,NA,26.646,NA,NA
1981-05-04,NA,NA,23.39,NA,NA
1981-05-05,NA,NA,19.199,NA,NA
1981-05-06,NA,NA,18.009,NA,NA
1981-05-07,NA,NA,15.603,NA,NA
1981-05-08,NA,NA,13.366,NA,NA
1981-05-09,NA,NA,13.082,NA,NA
1981-05-10,NA,NA,11.921,NA,NA
1981-05-11,NA,NA,11.921,NA,NA
1981-05-12,NA,NA,14.951,NA,NA
1981-05-13,NA,NA,24.664,NA,NA
1981-05-14,NA,NA,31.715,NA,NA
1981-05-15,NA,NA,33.697,NA,NA
1981-05-16,NA,NA,43.608,NA,NA
1981-05-17,NA,NA,61.164,NA,NA
1981-05-18,NA,NA,64.562,NA,NA
1981-05-19,NA,NA,58.616,NA,NA
1981-05-20,NA,NA,43.042,NA,NA
1981-05-21,NA,NA,37.378,NA,NA
1981-05-22,NA,NA,30.299,NA,NA
1981-05-23,NA,NA,21.832,NA,NA
1981-05-24,NA,NA,18.264,NA,NA
1981-05-25,NA,NA,15.206,NA,NA
1981-05-26,NA,NA,15.999,NA,NA
1981-05-27,NA,NA,14.668,NA,NA
1981-05-28,NA,NA,13.054,NA,NA
1981-05-29,NA,NA,10.619,NA,NA
1981-05-30,NA,NA,10.562,NA,NA
1981-05-31,NA,NA,11.1,NA,NA
1981-06-01,NA,NA,13.988,NA,NA
1981-06-02,NA,NA,12.573,NA,NA
1981-06-03,NA,NA,11.582,NA,NA
1981-06-04,NA,NA,12.573,NA,NA
1981-06-05,NA,NA,12.006,NA,NA
1981-06-06,NA,NA,10.675,NA,NA
1981-06-07,NA,NA,10.562,NA,NA
1981-06-08,NA,NA,8.269,NA,NA
1981-06-09,NA,NA,11.015,NA,NA
1981-06-10,NA,NA,10.506,NA,NA
1981-06-11,NA,NA,9.684,NA,NA
1981-06-12,NA,NA,10.279,NA,NA
1981-06-13,NA,NA,8.155,NA,NA
1981-06-14,NA,NA,7.362,NA,NA
