date,storage,inflow,outflow,elevation,evaporation
1951-08-01,67.825,NA,48.79,246.309,NA
1951-08-02,67.029,NA,0,246.248,NA
1951-08-03,67.825,NA,21.861,246.309,NA
1951-08-04,71.488,NA,8.155,246.583,NA
1951-08-05,74.427,NA,0,246.797,NA
1951-08-06,77.881,NA,71.387,247.04,NA
1951-08-07,78.32,NA,77.9,247.071,NA
1951-08-08,77.007,NA,72.831,246.979,NA
1951-08-09,76.573,NA,43.806,246.949,NA
1951-08-10,77.881,NA,37.095,247.04,NA
1951-08-11,79.204,NA,41.626,247.132,NA
1951-08-12,79.648,NA,0,247.162,NA
1951-08-13,81.897,NA,50.659,247.315,NA
1951-08-14,80.543,NA,76.54,247.223,NA
1951-08-15,81.444,NA,74.247,247.284,NA
1951-08-16,80.095,NA,98.033,247.193,NA
1951-08-17,77.881,NA,61.617,247.04,NA
1951-08-18,77.881,NA,0,247.04,NA
1951-08-19,81.897,NA,0,247.315,NA
1951-08-20,84.654,NA,52.329,247.498,NA
1951-08-21,88.436,NA,54.935,247.741,NA
1951-08-22,88.436,NA,67.649,247.741,NA
1951-08-23,86.53,NA,74.275,247.62,NA
1951-08-24,85.12,NA,84.073,247.528,NA
1951-08-25,84.654,NA,6.116,247.498,NA
1951-08-26,89.4,NA,0,247.802,NA
1951-08-27,93.34,NA,89.481,248.046,NA
1951-08-28,90.862,NA,115.787,247.894,NA
1951-08-29,88.917,NA,122.357,247.772,NA
1951-08-30,84.654,NA,104.999,247.498,NA
1951-08-31,80.543,NA,112.389,247.223,NA
1951-09-01,77.443,NA,25.117,247.01,NA
1951-09-02,79.648,NA,19.624,247.162,NA
1951-09-03,80.993,NA,5.805,247.254,NA
1951-09-04,84.654,NA,99.194,247.498,NA
1951-09-05,81.897,NA,81.467,247.315,NA
1951-09-06,80.993,NA,78.636,247.254,NA
1951-09-07,79.648,NA,88.462,247.162,NA
1951-09-08,76.573,NA,48.308,246.949,NA
1951-09-09,75.71,NA,36.444,246.888,NA
1951-09-10,74.427,NA,32.026,246.797,NA
1951-09-11,74.427,NA,30.497,246.797,NA
1951-09-12,74.853,NA,29.619,246.827,NA
1951-09-13,75.71,NA,31.148,246.888,NA
1951-09-14,76.573,NA,40.323,246.949,NA
1951-09-15,75.71,NA,35.339,246.888,NA
1951-09-16,78.32,NA,34.377,247.071,NA
1951-09-17,79.204,NA,34.575,247.132,NA
1951-09-18,77.881,NA,15.291,247.04,NA
1951-09-19,79.204,NA,16.877,247.132,NA
1951-09-20,80.095,NA,25.542,247.193,NA
1951-09-21,80.587,NA,46.751,247.226,NA
1951-09-22,79.648,NA,0,247.162,NA
1951-09-23,80.993,NA,0,247.254,NA
1951-09-24,84.19,NA,0,247.467,NA
1951-09-25,87.004,NA,37.548,247.65,NA
1951-09-26,90.862,NA,39.728,247.894,NA
1951-09-27,91.847,NA,29.449,247.955,NA
1951-09-28,93.842,NA,20.388,248.077,NA
1951-09-29,93.842,NA,39.36,248.077,NA
1951-09-30,92.342,NA,41.484,247.985,NA
1951-10-01,90.862,NA,35.254,247.894,NA
