date,storage,inflow,outflow,elevation,evaporation
1962-01-01,329.064,2.435,0.142,76.139,2.294
1962-01-02,336.893,102.932,10.024,76.261,2.294
1962-01-03,339.095,47.685,19.907,76.291,2.294
1962-01-04,341.052,44.882,19.935,76.322,2.294
1962-01-05,347.168,93.219,20.133,76.413,2.294
1962-01-06,381.176,416.427,20.53,76.901,2.294
1962-01-07,398.546,224.071,20.728,77.145,2.294
1962-01-08,409.8,158.886,26.335,77.297,2.294
1962-01-09,412.002,58.361,30.582,77.328,2.294
1962-01-10,412.002,32.876,30.582,77.328,2.294
1962-01-11,412.002,32.876,30.582,77.328,2.294
1962-01-12,409.8,7.391,30.582,77.297,2.294
1962-01-13,409.8,32.876,30.582,77.297,2.294
1962-01-14,409.8,32.876,30.582,77.297,2.294
1962-01-15,421.055,163.416,30.865,77.45,2.294
1962-01-16,432.553,166.248,30.865,77.602,2.294
1962-01-17,435,61.759,31.148,77.633,2.294
1962-01-18,437.202,58.927,31.148,77.663,2.294
1962-01-19,437.202,33.442,31.148,77.663,2.294
1962-01-20,437.202,33.442,31.148,77.663,2.294
1962-01-21,437.202,33.442,31.148,77.663,2.294
1962-01-22,437.202,33.442,31.148,77.663,2.294
1962-01-23,446.499,141.046,31.148,77.785,2.294
1962-01-24,456.041,144.161,31.432,77.907,2.294
1962-01-25,463.136,115.844,31.432,77.998,2.294
1962-01-26,470.475,118.959,31.715,78.09,2.294
1962-01-27,482.709,175.592,31.715,78.242,2.294
1962-01-28,492.495,147.559,31.998,78.364,2.294
1962-01-29,502.526,150.674,32.281,78.486,2.294
1962-01-30,504.972,62.892,32.281,78.516,2.294
1962-01-31,507.419,63.543,32.281,78.547,2.945
1962-02-01,507.419,35.226,32.281,78.547,2.945
1962-02-02,507.419,35.226,32.281,78.547,2.945
1962-02-03,504.972,6.909,32.281,78.516,2.945
1962-02-04,504.972,35.226,32.281,78.516,2.945
1962-02-05,502.526,6.909,32.281,78.486,2.945
1962-02-06,502.526,46.553,43.608,78.486,2.945
1962-02-07,500.079,23.05,48.422,78.456,2.945
1962-02-08,497.387,15.971,44.174,78.425,2.945
1962-02-09,497.387,34.943,31.998,78.425,2.945
1962-02-10,494.941,6.626,31.998,78.395,2.945
1962-02-11,494.941,34.943,31.998,78.395,2.945
