free_right,free_left,ego_speed,during_change,distance_front,distance_back,speed_front,speed_back,occup_front,occup_back,ego_lanes,action,free_right',free_left',ego_speed',during_change',distance_front',distance_back',speed_front',speed_back',occup_front',occup_back',ego_lanes',r_deltaspeed,r_freeright,r_lanechange,r_safetyviolation,r_distancefront,r_jerk,done
0.0,1.0,0.6645936296957551,0.0,[0.89655653 1.         1.        ],[0.50580403 1.         1.        ],[0.84865763 1.         1.        ],[0.7825449 0.        0.       ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],1,0.0,0.0,0.6711295774081734,1.0,[0.9014746 1.        1.       ],[0.50267801 1.         1.        ],[0.84792302 1.         1.        ],[0.78350299 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],-0.32887042259182664,0,-1,0,-0.09852540005940114,-0.4999999999999982,False
0.0,0.0,0.6711295774081734,1.0,[0.9014746 1.        1.       ],[0.50267801 1.         1.        ],[0.84792302 1.         1.        ],[0.78350299 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],1,0.0,0.0,0.6776655251205916,1.0,[0.90619045 1.         1.        ],[0.49975543 1.         1.        ],[0.84718961 1.         1.        ],[0.78272561 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],-0.32233447487940836,0,0,-1,-0.0938095481742488,-0.0,False
0.0,0.0,0.6776655251205916,1.0,[0.90619045 1.         1.        ],[0.49975543 1.         1.        ],[0.84718961 1.         1.        ],[0.78272561 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],0,0.0,0.0,0.6842014728330099,1.0,[0.91072013 1.         1.        ],[0.49699797 1.         1.        ],[0.8470332 1.        1.       ],[0.78332593 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],-0.3157985271669901,0,0,0,-0.08927986571532232,-0.0,False
0.0,0.0,0.6842014728330099,1.0,[0.91072013 1.         1.        ],[0.49699797 1.         1.        ],[0.8470332 1.        1.       ],[0.78332593 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],0,0.0,0.0,0.6907374205454282,1.0,[0.91509013 1.         1.        ],[0.49444395 1.         1.        ],[0.8478287 1.        1.       ],[0.78254863 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],-0.3092625794545718,0,0,0,-0.08490987191265842,-0.0,False
0.0,0.0,0.6907374205454282,1.0,[0.91509013 1.         1.        ],[0.49444395 1.         1.        ],[0.8478287 1.        1.       ],[0.78254863 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],0,0.0,0.0,0.6972733682578465,1.0,[0.91932384 1.         1.        ],[0.49203708 1.         1.        ],[0.84946564 1.         1.        ],[0.78379474 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],-0.30272663174215353,0,0,0,-0.08067615951084584,-0.0,False
0.0,0.0,0.6972733682578465,1.0,[0.91932384 1.         1.        ],[0.49203708 1.         1.        ],[0.84946564 1.         1.        ],[0.78379474 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],0,0.0,0.0,0.7038093159702647,1.0,[0.92335377 1.         1.        ],[0.48983558 1.         1.        ],[0.84867615 1.         1.        ],[0.78294809 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],-0.29619068402973525,0,0,0,-0.07664622770453011,-0.0,False
0.0,0.0,0.7038093159702647,1.0,[0.92335377 1.         1.        ],[0.48983558 1.         1.        ],[0.84867615 1.         1.        ],[0.78294809 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[1. 0. 0.],0,0.0,0.0,0.710345263682683,1.0,[0.92712498 1.         1.        ],[0.48782101 1.         1.        ],[0.84591165 1.         1.        ],[0.78276463 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.9874552 0.0125448 0.       ],-0.289654736317317,0,0,0,-0.07287501737059443,-0.0,False
0.0,0.0,0.710345263682683,1.0,[0.92712498 1.         1.        ],[0.48782101 1.         1.        ],[0.84591165 1.         1.        ],[0.78276463 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.9874552 0.0125448 0.       ],0,0.0,0.0,0.7168812113951013,1.0,[0.93077824 1.         1.        ],[0.48595929 1.         1.        ],[0.84820732 1.         1.        ],[0.78380561 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.93010753 0.06989247 0.        ],-0.2831187886048987,0,0,0,-0.06922176382564071,-0.0,False
0.0,0.0,0.7168812113951013,1.0,[0.93077824 1.         1.        ],[0.48595929 1.         1.        ],[0.84820732 1.         1.        ],[0.78380561 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.93010753 0.06989247 0.        ],0,0.0,0.0,0.7234171591075196,1.0,[0.93420785 1.         1.        ],[0.48426669 1.         1.        ],[0.84670404 1.         1.        ],[0.78426219 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.87275986 0.12724014 0.        ],-0.2765828408924804,0,0,0,-0.06579214684481893,-0.0,False
0.0,0.0,0.7234171591075196,1.0,[0.93420785 1.         1.        ],[0.48426669 1.         1.        ],[0.84670404 1.         1.        ],[0.78426219 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.87275986 0.12724014 0.        ],0,0.0,0.0,0.7299531068199379,1.0,[0.93749637 1.         1.        ],[0.48276031 1.         1.        ],[0.84816786 1.         1.        ],[0.78410404 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0.81541219 0.18458781 0.        ],-0.27004689318006214,0,0,0,-0.06250362721801173,-0.0,False
