free_right,free_left,ego_speed,during_change,distance_front,distance_back,speed_front,speed_back,occup_front,occup_back,ego_lanes,action,free_right',free_left',ego_speed',during_change',distance_front',distance_back',speed_front',speed_back',occup_front',occup_back',ego_lanes',r_deltaspeed,r_freeright,r_lanechange,r_safetyviolation,r_distancefront,r_jerk,done
1.0,0.0,0.8922407430767088,0.0,[0.97869964 1.         1.        ],[0.38932465 1.         1.        ],[0.84904481 1.         1.        ],[0.7840517 0.        0.       ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.898776690789127,0.0,[0.97722085 1.         1.        ],[0.3925321 1.        1.       ],[0.84561766 1.         1.        ],[0.78347635 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.10122330921087301,-1,0,0,0.0,-0.4999999999999982,False
1.0,0.0,0.898776690789127,0.0,[0.97722085 1.         1.        ],[0.3925321 1.        1.       ],[0.84561766 1.         1.        ],[0.78347635 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.9053126385015453,0.0,[0.97555718 1.         1.        ],[0.3959311 1.        1.       ],[0.84550749 1.         1.        ],[0.7831264 0.        0.       ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.09468736149845473,-1,0,0,0.0,-0.0,False
1.0,0.0,0.9053126385015453,0.0,[0.97555718 1.         1.        ],[0.3959311 1.        1.       ],[0.84550749 1.         1.        ],[0.7831264 0.        0.       ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.9118485862139636,0.0,[0.97372484 1.         1.        ],[0.39948461 1.         1.        ],[0.84598009 1.         1.        ],[0.78410809 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.08815141378603646,-1,0,0,0.0,-0.0,False
1.0,0.0,0.9118485862139636,0.0,[0.97372484 1.         1.        ],[0.39948461 1.         1.        ],[0.84598009 1.         1.        ],[0.78410809 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.9183845339263819,0.0,[0.97176881 1.         1.        ],[0.40324481 1.         1.        ],[0.84806969 1.         1.        ],[0.78321389 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.08161546607361818,-1,0,0,0.0,-0.0,False
1.0,0.0,0.9183845339263819,0.0,[0.97176881 1.         1.        ],[0.40324481 1.         1.        ],[0.84806969 1.         1.        ],[0.78321389 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.9249204816388001,0.0,[0.96956952 1.         1.        ],[0.40721844 1.         1.        ],[0.84586108 1.         1.        ],[0.78207763 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.0750795183611999,-1,0,0,0.0,-0.0,False
1.0,0.0,0.9249204816388001,0.0,[0.96956952 1.         1.        ],[0.40721844 1.         1.        ],[0.84586108 1.         1.        ],[0.78207763 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.9314564293512184,0.0,[0.96718858 1.         1.        ],[0.41135581 1.         1.        ],[0.84586697 1.         1.        ],[0.78272719 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.06854357064878162,-1,0,0,0.0,-0.0,False
1.0,0.0,0.9314564293512184,0.0,[0.96718858 1.         1.        ],[0.41135581 1.         1.        ],[0.84586697 1.         1.        ],[0.78272719 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.9379923770636367,0.0,[0.9647007 1.        1.       ],[0.4157072 1.        1.       ],[0.84855902 1.         1.        ],[0.78157014 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.062007622936363346,-1,0,0,0.0,-0.0,False
1.0,0.0,0.9379923770636367,0.0,[0.9647007 1.        1.       ],[0.4157072 1.        1.       ],[0.84855902 1.         1.        ],[0.78157014 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,1.0,0.0,0.944528324776055,0.0,[0.96200775 1.         1.        ],[0.42022812 1.         1.        ],[0.84772274 1.         1.        ],[0.78201161 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.05547167522394507,-1,0,0,0.0,-0.0,False
1.0,0.0,0.944528324776055,0.0,[0.96200775 1.         1.        ],[0.42022812 1.         1.        ],[0.84772274 1.         1.        ],[0.78201161 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],2,0.0,0.0,0.9510642724884733,1.0,[0.95914084 1.         1.        ],[0.42493644 1.         1.        ],[0.84800555 1.         1.        ],[0.78181065 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.04893572751152679,0,-1,0,0.0,-0.0,False
0.0,0.0,0.9510642724884733,1.0,[0.95914084 1.         1.        ],[0.42493644 1.         1.        ],[0.84800555 1.         1.        ],[0.78181065 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],0,0.0,0.0,0.9576002202008915,1.0,[0.95612576 1.         1.        ],[0.42982917 1.         1.        ],[0.84921479 1.         1.        ],[0.78171777 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 0. 1.],-0.042399779799108514,0,0,0,0.0,-0.0,False
