free_right,free_left,ego_speed,during_change,distance_front,distance_back,speed_front,speed_back,occup_front,occup_back,ego_lanes,action,free_right',free_left',ego_speed',during_change',distance_front',distance_back',speed_front',speed_back',occup_front',occup_back',ego_lanes',r_deltaspeed,r_freeright,r_lanechange,r_safetyviolation,r_distancefront,r_jerk,done
0.0,1.0,0.47339721831334813,0.0,[0.41519563 1.         1.        ],[0.69413816 1.         1.        ],[0.78295971 1.         1.        ],[0.78172334 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.4799331660257664,0.0,[0.42358018 1.         1.        ],[0.68572803 1.         1.        ],[0.78133829 1.         1.        ],[0.78225792 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.5200668339742336,0,0,0,0.0,-0.4999999999999982,False
0.0,1.0,0.4799331660257664,0.0,[0.42358018 1.         1.        ],[0.68572803 1.         1.        ],[0.78133829 1.         1.        ],[0.78225792 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.4864691137381847,0.0,[0.43180445 1.         1.        ],[0.67751966 1.         1.        ],[0.78211297 1.         1.        ],[0.78154131 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.5135308862618153,0,0,0,0.0,-0.0,False
0.0,1.0,0.4864691137381847,0.0,[0.43180445 1.         1.        ],[0.67751966 1.         1.        ],[0.78211297 1.         1.        ],[0.78154131 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.49300506145060297,0.0,[0.43989047 1.         1.        ],[0.66945218 1.         1.        ],[0.78367902 1.         1.        ],[0.78301255 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.506994938549397,0,0,0,0.0,-0.0,False
0.0,1.0,0.49300506145060297,0.0,[0.43989047 1.         1.        ],[0.66945218 1.         1.        ],[0.78367902 1.         1.        ],[0.78301255 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.49954100916302124,0.0,[0.44776642 1.         1.        ],[0.66161873 1.         1.        ],[0.78266325 1.         1.        ],[0.78113539 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.5004589908369788,0,0,0,0.0,-0.0,False
0.0,1.0,0.49954100916302124,0.0,[0.44776642 1.         1.        ],[0.66161873 1.         1.        ],[0.78266325 1.         1.        ],[0.78113539 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.5060769568754395,0.0,[0.45550578 1.         1.        ],[0.65390327 1.         1.        ],[0.78428948 1.         1.        ],[0.78343014 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.4939230431245605,0,0,0,0.0,-0.0,False
0.0,1.0,0.5060769568754395,0.0,[0.45550578 1.         1.        ],[0.65390327 1.         1.        ],[0.78428948 1.         1.        ],[0.78343014 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.5126129045878578,0.0,[0.46299364 1.         1.        ],[0.64635192 1.         1.        ],[0.78178406 1.         1.        ],[0.78406691 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.4873870954121422,0,0,0,0.0,-0.0,False
0.0,1.0,0.5126129045878578,0.0,[0.46299364 1.         1.        ],[0.64635192 1.         1.        ],[0.78178406 1.         1.        ],[0.78406691 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.5191488523002761,0.0,[0.4703034 1.        1.       ],[0.63900584 1.         1.        ],[0.78191812 1.         1.        ],[0.78322355 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.4808511476997239,0,0,0,0.0,-0.0,False
0.0,1.0,0.5191488523002761,0.0,[0.4703034 1.        1.       ],[0.63900584 1.         1.        ],[0.78191812 1.         1.        ],[0.78322355 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.5256848000126944,0.0,[0.47749719 1.         1.        ],[0.63183914 1.         1.        ],[0.78428522 1.         1.        ],[0.78331108 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.4743151999873056,0,0,0,0.0,-4.440892098500626e-15,False
0.0,1.0,0.5256848000126944,0.0,[0.47749719 1.         1.        ],[0.63183914 1.         1.        ],[0.78428522 1.         1.        ],[0.78331108 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.5322207477251126,0.0,[0.48443171 1.         1.        ],[0.62490013 1.         1.        ],[0.78150062 1.         1.        ],[0.78166244 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.4677792522748873,0,0,0,0.0,-4.440892098500626e-15,False
0.0,1.0,0.5322207477251126,0.0,[0.48443171 1.         1.        ],[0.62490013 1.         1.        ],[0.78150062 1.         1.        ],[0.78166244 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.5387566954375309,0.0,[0.49122529 1.         1.        ],[0.61810841 1.         1.        ],[0.78297036 1.         1.        ],[0.78290338 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.46124330456246904,0,0,0,0.0,-0.0,False
0.0,1.0,0.5387566954375309,0.0,[0.49122529 1.         1.        ],[0.61810841 1.         1.        ],[0.78297036 1.         1.        ],[0.78290338 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],0,0.0,1.0,0.5452926431499492,0.0,[0.4978079 1.        1.       ],[0.61150334 1.         1.        ],[0.78192267 1.         1.        ],[0.78272974 0.         0.        ],[1. 0. 0.],[1. 0. 0.],[0. 1. 0.],-0.45470735685005076,0,0,0,0.0,-0.0,False
